id,year,group,points,problem_number
07_78_p1_7a7ef917-8139-43f1-aaf3-4d652613ca36,2007,7-8,3,3
07_78_p1_9c12f9db-d21e-41da-b085-9e44a5d0c337,2007,7-8,3,4
07_78_p1_48944c09-81ab-41cb-8bfb-b010331cc276,2007,7-8,3,7
07_78_p2_091314ff-afd3-4c1f-8c8a-6146cb0f36c4,2007,7-8,3,9
07_78_p2_643fe048-3e2e-4b80-ada6-04f5f1d23d83,2007,7-8,4,11
07_78_p2_385d22bb-4b90-4e03-bb83-a1f137463285,2007,7-8,4,13
07_78_p2_714a36b3-3d1d-4798-92ae-b63973aa2f34,2007,7-8,4,15
07_78_p3_38d3a630-1adb-4b48-a3ce-c09b77b1d089,2007,7-8,4,17
07_78_p3_8a9e2cfc-08f0-4dd9-b95d-ba17ae51a23a,2007,7-8,4,18
07_78_p3_81bfb28d-c333-4bad-8b90-12192a305d3b,2007,7-8,4,20
07_78_p4_af4f3d62-e7fb-4bf0-b393-57306a194df4,2007,7-8,5,26
07_78_p4_b8e4cc09-9bc2-43c0-bc7d-2ba15ad2541d,2007,7-8,5,27
07_78_p4_ce3a8eb9-d564-476c-9dbd-a91426be692f,2007,7-8,5,30
07_910_p1_e113a228-5b7c-494a-a6bc-f66c8e9d7efb,2007,9-10,3,1
07_910_p1_5f427750-7b02-490b-adba-c5e34deeceab,2007,9-10,3,3
07_910_p1_903e4f96-0f33-4f62-ae70-3773727475ad,2007,9-10,3,6
07_910_p2_49ceac7a-29c5-4bbe-8b7a-592531c131cf,2007,9-10,3,7
07_910_p2_1cf6d104-4bdc-440c-b899-ed8e3919ee9d,2007,9-10,4,12
07_910_p3_718ec760-dc18-4d68-8604-5d9aa1410d3b,2007,9-10,4,16
07_910_p3_f78272b3-0ef7-4e9d-9522-8ea61499da00,2007,9-10,4,17
07_910_p3_a23376f0-b7c8-4af8-b257-13802006e81b,2007,9-10,4,20
07_910_p4_477bb124-8447-4534-9624-1d790417bcbd,2007,9-10,5,22
07_910_p4_02cfb284-0644-4659-bcf2-5a0bd4c8672d,2007,9-10,5,27
08_1113_p1_d7190068-bec8-4d64-a9cd-004cc2a2cd11,2008,11-13,3,5
08_1113_p1_b90008d9-b53e-4d10-9357-bf01e147081e,2008,11-13,3,8
08_1113_p2_c0e624ba-a241-4d4b-aca7-29bdc854b4ca,2008,11-13,4,13
08_1113_p2_8ea6b339-e4be-44c5-a308-5783e7f13f46,2008,11-13,4,15
08_1113_p3_7a32640b-6554-4e54-a1f4-e03e814c7047,2008,11-13,4,19
08_1113_p3_0af58887-b407-40a6-a7bb-eb2e85735ea6,2008,11-13,4,20
08_1113_p3_ffe643d5-3130-449d-ac34-d27dd5fe1514,2008,11-13,5,21
08_1113_p3_a649e077-ff9e-40cb-bab1-7330cc258743,2008,11-13,5,23
08_1113_p4_5f71e52c-34c1-4e91-a466-5cc1953a2948,2008,11-13,5,24
08_1113_p4_df78c81d-0563-4c4f-9eef-a80b22e66a73,2008,11-13,5,26
08_1113_p4_62b1d832-0003-4d54-a88d-7df239544b06,2008,11-13,5,28
08_34_p1_8bd9926e-7ea8-4f70-be19-5919087cc653,2008,3-4,3,3
08_34_p2_db7c42fe-3d0c-4681-b9cc-0bae48f83dfe,2008,3-4,3,5
08_34_p2_47912f2e-b05a-4d32-bf1d-04b4aa2bea3f,2008,3-4,3,7
08_34_p2_7c4077e7-706e-4f06-87c5-527d7bc6b5d6,2008,3-4,4,9
08_34_p3_f9b79d3e-60c2-4e9b-bbe9-3f7376542bda,2008,3-4,5,15
08_34_p3_0b1b350e-39b8-4315-9760-d4a4d9f4b00a,2008,3-4,5,16
08_34_p4_2af5690c-c342-454e-b529-364567779d6f,2008,3-4,5,21
08_56_p1_06af5792-4238-4218-aec9-49a11f89874a,2008,5-6,3,4
08_56_p1_ee454419-1008-4ef4-9689-18726f121e76,2008,5-6,3,7
08_56_p2_2907c5e3-35a7-4f00-988b-9b823da95764,2008,5-6,3,10
08_56_p2_f4c2720a-74d7-4ee7-b23d-b64477a83eff,2008,5-6,4,12
08_56_p2_46474843-b97a-48b3-877d-babc73dd2c01,2008,5-6,4,14
08_56_p3_c55dce89-2002-42c5-8bc7-3b61a271a304,2008,5-6,4,15
08_56_p3_47d9e015-dac8-43ad-8ac7-282617aad1e3,2008,5-6,4,17
08_56_p3_715e75a9-21dc-458f-9698-824cb6ceb8bb,2008,5-6,4,20
08_56_p3_33959af6-30dd-4b7e-914e-b2e534498655,2008,5-6,5,22
08_56_p4_bab48a8b-125f-4a49-b20f-1e6f7ffabb54,2008,5-6,5,24
08_56_p4_2037776b-824b-4102-8813-20c15e50747b,2008,5-6,5,27
08_56_p4_11fbd8db-4b37-42b8-897e-1d97fdfee030,2008,5-6,5,29
08_78_p1_fecdddef-970c-4c42-8888-0c774d700f00,2008,7-8,3,3
08_78_p1_c66fb5bf-8a8a-4fde-90a6-57200815efed,2008,7-8,3,5
08_78_p2_8d8c6349-0f27-4df4-87da-6e3d9115fd5a,2008,7-8,3,8
08_78_p2_50a4afcc-639b-4d6e-9052-b7cb747f10d2,2008,7-8,3,10
08_78_p2_e78324d8-3bd7-44c7-a968-b19dd62c9e85,2008,7-8,4,13
08_78_p3_a57367b0-01d4-4eec-892e-ee8911baa83d,2008,7-8,4,16
08_78_p3_e6a4981c-1027-4486-8f54-cd449e57f111,2008,7-8,5,21
08_78_p4_e39d88ed-ec40-4656-9944-94f85a00fe97,2008,7-8,5,26
08_910_p1_4cd8fd95-9062-477a-846d-49aeee5f6602,2008,9-10,3,1
08_910_p1_88ae28ee-1a5f-4fd3-b18a-38a3fcbe23ba,2008,9-10,3,3
08_910_p1_a984326a-b24a-48d4-a698-c38856557970,2008,9-10,3,5
08_910_p1_1ba260ba-cd7c-46fa-a8ca-080350410d1a,2008,9-10,3,7
08_910_p2_3efcdadd-b05c-476a-9f21-729a9a5202ec,2008,9-10,4,13
08_910_p3_8624b952-9ecf-4178-9396-203245981dd8,2008,9-10,4,15
08_910_p3_400844fc-a78d-4f7f-8a7c-af2294d50009,2008,9-10,4,16
08_910_p3_ae42cbc8-c5f0-41f3-856f-aed7278ff319,2008,9-10,4,18
08_910_p3_cdcf1d49-8c35-4b5e-a4c3-ad447896c62a,2008,9-10,4,19
08_910_p4_21d8a7d7-5893-4528-9225-27eceec5168b,2008,9-10,5,25
08_910_p4_e7a7a535-f24b-41f1-a6f2-4ccb6d076745,2008,9-10,5,27
08_910_p4_cf9629b1-8d7a-47db-b89e-b6813a2d0f7c,2008,9-10,5,28
08_910_p4_8ba0502e-ce49-4208-af5f-999e04ea77fa,2008,9-10,5,29
09_1113_p1_cf8f4ff2-8c27-4aa6-8e93-92831b04bfe6,2009,11-13,3,5
09_1113_p2_2b1ec0b4-1d4f-442e-94e5-399f08ed9873,2009,11-13,3,8
09_1113_p2_62b3c125-786a-450a-8797-5660dacc4c61,2009,11-13,3,10
09_1113_p2_1aba07ca-46e5-42a6-ad1c-44572777735f,2009,11-13,4,12
09_1113_p3_0358636a-4c03-4fe8-9449-69d03318f4c0,2009,11-13,4,15
09_1113_p3_84ec441e-2c0b-4faa-8af4-d0304b3ffbd3,2009,11-13,4,17
09_1113_p3_ad909e5c-134f-41c6-9dde-00733505b191,2009,11-13,4,18
09_1113_p3_39c689de-7105-46c6-9158-4717b22f7dd7,2009,11-13,5,22
09_1113_p4_680a14dd-62cb-4c37-8d2c-5cbe0734c575,2009,11-13,5,27
09_1113_p4_fa0fb6c3-044f-424a-a23e-f100ea610f31,2009,11-13,5,29
09_34_p1_b9b7f1a9-a1e9-4eb2-8674-59b051051250,2009,3-4,3,2
09_34_p1_2a411f85-5f55-43dc-8f39-ef2897a9e04e,2009,3-4,3,4
09_34_p2_2c6c08de-4af3-4da7-a505-363f4a5dc260,2009,3-4,3,6
09_34_p2_c69ca260-5dd3-427e-aa43-414e9f6c95a1,2009,3-4,4,9
09_34_p3_d6dd39de-5172-497f-9456-fc519758f508,2009,3-4,4,13
09_34_p3_1bc5198d-eddd-4999-8fa5-7d99f82c9a96,2009,3-4,5,16
09_34_p4_8b090f9d-1959-4c25-9665-8c3bdcd51ce6,2009,3-4,5,18
09_56_p1_a541d63f-db28-4027-8d70-02b943bb1dfb,2009,5-6,3,5
09_56_p1_47f998b5-c98f-4c27-9cef-20846de6fee5,2009,5-6,3,7
09_56_p2_8a85f997-2722-4a3f-930c-ab3b707ab396,2009,5-6,4,11
09_56_p2_57c4b639-a89e-464a-a585-8c3a6722c3b0,2009,5-6,4,12
09_56_p2_d5fc34a7-5d04-48e5-93f4-029e96dbb4e2,2009,5-6,4,13
09_56_p2_96fcc048-8c75-4b1d-8068-fc3c38708bb2,2009,5-6,4,14
09_56_p3_63220974-131f-441b-81b9-6ef5778d036d,2009,5-6,4,16
09_56_p3_33fe13d5-2d1c-4ea4-87b7-97d7513883cb,2009,5-6,4,19
09_56_p3_15527ce9-aef5-423f-bd01-5b58a0d291c2,2009,5-6,5,23
09_56_p4_d1b1bfe0-2779-4d92-b843-74996e7122b6,2009,5-6,5,25
09_56_p4_edbaf210-b2c6-463d-9e10-6d864f62aeaf,2009,5-6,5,26
09_56_p4_903ec5a8-7078-469f-8b0f-e331485d9a66,2009,5-6,5,27
09_56_p4_f0006ebf-f100-48b2-86a4-680d81352aa3,2009,5-6,5,28
09_56_p4_716eba97-690b-4fca-8e50-cdd4c830d598,2009,5-6,5,30
09_78_p1_38d41827-af9e-4ba5-bcef-f9167a69a38f,2009,7-8,3,2
09_78_p1_f0290537-465d-4770-93ab-ee383e175631,2009,7-8,3,4
09_78_p2_ac74ec45-6a25-4d8d-b6ea-3b31b74efd51,2009,7-8,3,9
09_78_p2_f80fc870-b2f7-4fa3-a36d-2108c5196dd2,2009,7-8,3,10
09_78_p2_eabf5745-465a-40b1-845b-f9afecb96485,2009,7-8,4,12
09_78_p2_494fe09c-39de-4cf2-aa0d-cc77f5d6fc12,2009,7-8,4,14
09_78_p2_f0a95c9b-cbaa-4c74-b884-f25b1a2bf06e,2009,7-8,4,15
09_78_p3_38cb7ce7-62c6-44e2-823d-eedaa3707820,2009,7-8,4,18
09_78_p3_44a9f1cd-ab41-49b7-b9db-c49aab642c8e,2009,7-8,4,20
09_78_p3_4fa58cc5-b72f-480f-bbb2-c9c5f7869376,2009,7-8,5,21
09_78_p4_ea315160-6e96-4a3d-94e2-5730b12f7f7c,2009,7-8,5,23
09_78_p4_c881b988-3ec4-41dc-816a-296141e38487,2009,7-8,5,25
09_78_p4_0b6db957-4ea8-40ed-b851-927f3aaf010b,2009,7-8,5,26
09_78_p4_4b1b4e14-c19d-4c03-ab2a-8d62f52f641e,2009,7-8,5,28
09_910_p1_d85865a4-5444-4b64-aadf-6c2f17f30f16,2009,9-10,3,6
09_910_p2_d2c6dfb5-28ab-49da-84a1-bf7fe4f5ead3,2009,9-10,3,8
09_910_p2_22938684-ac12-492b-be0d-dcf8f78cedbe,2009,9-10,3,9
09_910_p2_64887722-77b8-4577-bc01-e7cf87758bbb,2009,9-10,4,13
09_910_p3_8431ef83-b33c-44c5-9209-0fe16cd1042b,2009,9-10,4,16
09_910_p3_86841dac-fc79-4f67-9624-0639369402ea,2009,9-10,4,20
09_910_p4_056bf599-f9c6-4a50-8585-f3b45f4ae4c8,2009,9-10,5,29
10_1113_p1_93b9f2b3-1532-4136-870d-30333e407516,2010,11-13,3,1
10_1113_p1_d38f4429-e546-4250-8626-0d4ff7e50f18,2010,11-13,3,2
10_1113_p1_9e116e6c-e5a1-4a56-af47-3e61cf36bd55,2010,11-13,3,7
10_1113_p2_3921f85c-5f64-45ad-a1b2-b07488b9b9a5,2010,11-13,3,9
10_1113_p2_349a5059-0bb0-4584-bf8f-e599c725cbae,2010,11-13,4,11
10_1113_p2_d2f3a621-bd2e-4277-a2fa-0481c845383d,2010,11-13,4,14
10_1113_p2_0a04a644-8e0f-49b9-9f7f-1b163fcd55fd,2010,11-13,4,16
10_1113_p3_47f137c8-f45c-42fd-aa5b-68dda92e9685,2010,11-13,5,21
10_1113_p3_85805925-d105-4cee-b351-680b59d92454,2010,11-13,5,23
10_1113_p4_b7be0e96-8946-46f9-b427-2701b98b8ecb,2010,11-13,5,25
10_1113_p4_ce06bc04-a476-4cb3-a1f4-631b485d5ae7,2010,11-13,5,28
10_1113_p4_a83aa649-3621-461b-b1a5-065ae9dff582,2010,11-13,5,30
10_34_p1_35cc9f45-bac7-4253-957b-f5615718593f,2010,3-4,3,2
10_34_p1_0deef766-45d9-4bfc-ba32-5c077daded85,2010,3-4,3,4
10_34_p2_883ed228-ac9d-4eff-b08f-8258dd3e92a1,2010,3-4,3,8
10_34_p2_a6c07138-3660-4205-8a50-195e684bb730,2010,3-4,4,10
10_34_p2_102b4f0d-1dce-4270-b1c3-28bad726caac,2010,3-4,4,13
10_34_p3_24bca3e6-effe-460b-9997-68a4af091714,2010,3-4,4,16
10_34_p3_1e31bdf2-152a-4bab-9be4-56c9b104955a,2010,3-4,5,17
10_56_p1_20dac36c-8d42-4286-a1f0-f00ea104b7b5,2010,5-6,3,2
10_56_p1_0432720b-de2d-4274-bff9-332fad6d595b,2010,5-6,3,5
10_56_p2_e3bf9416-f72d-4c0f-ad8f-241f15c09d9b,2010,5-6,3,8
10_56_p2_94e45fd5-63aa-4bb9-bed5-987b4cc4283f,2010,5-6,4,12
10_56_p3_bb98cb55-b69b-4d34-baa3-351c7143777f,2010,5-6,4,13
10_56_p3_8c33b63b-c23d-4ecc-89de-c4dcc8f3d2a4,2010,5-6,4,14
10_56_p3_cbdf301c-ddcd-459f-b8ba-8de1c0dc53ab,2010,5-6,4,16
10_56_p3_9308a72c-d255-465b-82aa-99ec28d95970,2010,5-6,5,17
10_56_p4_89895a3b-59e4-4b0d-9c31-3661b2f37572,2010,5-6,5,20
10_56_p4_1f19a264-9aff-4e95-bee7-309a4d2331ea,2010,5-6,5,21
10_56_p4_6d572ab8-6275-48a7-a24f-d95b4d379011,2010,5-6,5,23
10_78_p1_5e66f2db-a545-4034-b9db-06c6d95763ae,2010,7-8,3,2
10_78_p1_97727a13-644e-4343-9446-ff2a86e0ee69,2010,7-8,3,5
10_78_p1_61d87198-0f8a-4071-8477-907b6bc2e6f5,2010,7-8,3,7
10_78_p2_ba0f5061-1119-472d-81a9-e2751ec421f3,2010,7-8,3,8
10_78_p2_6c359d9c-8849-4674-bad1-e01b53fe1bd8,2010,7-8,4,15
10_78_p3_bd8f3e50-9c55-444f-83c6-121bb7177be9,2010,7-8,4,18
10_78_p3_7326a896-6b19-46d5-9b32-ee2b069dcef7,2010,7-8,4,19
10_78_p4_66397058-1f28-4a06-a692-e5112c5ec905,2010,7-8,5,24
10_78_p4_44844b29-16fa-4211-bc2e-76c79d751c0b,2010,7-8,5,25
10_78_p4_0b439d8e-8fa5-444a-b27f-a1dd8c5f89c9,2010,7-8,5,29
10_910_p1_a9c137e2-9fbd-460c-9846-cee80183d6b8,2010,9-10,3,1
10_910_p1_6b000e60-6c98-428a-abc4-028cb26a6b2a,2010,9-10,3,4
10_910_p1_41962dd7-a5d5-4260-9b2c-4913c25595c3,2010,9-10,3,6
10_910_p2_602a5547-837a-4738-8457-f946c085547b,2010,9-10,3,8
10_910_p2_28ffd805-0b43-4ce4-b99d-a4e69d02dc46,2010,9-10,3,9
10_910_p2_e9dc8081-895b-4205-a508-532270f3f02f,2010,9-10,4,12
10_910_p2_6656b5c6-e4a5-429f-b474-16ece2b09167,2010,9-10,4,14
10_910_p3_fbdd3034-68ff-4270-a4f6-82502f07ac61,2010,9-10,4,16
10_910_p3_c3b133df-f6a9-4ee0-8ec4-30f652aa672a,2010,9-10,4,18
10_910_p3_c6f74458-d11e-4c90-a47e-fbd1552c94e7,2010,9-10,4,20
10_910_p4_13939cd1-b2d5-49ad-bcbd-26bee666fd16,2010,9-10,5,23
10_910_p4_f1f356aa-1235-4a1f-85aa-3e42151877fd,2010,9-10,5,25
10_910_p4_8f61cf67-0b0e-4c42-a54b-7f4ea574067e,2010,9-10,5,30
11_1113_p1_dd57ea94-e0d3-4bf2-b3aa-bc1d7e23fbfb,2011,11-13,3,1
11_1113_p1_de5919e9-3293-41b8-8f90-43d3caef105e,2011,11-13,3,3
11_1113_p2_08b0fe47-f3f9-4d80-9428-7898c578b25d,2011,11-13,3,8
11_1113_p2_5cf893f0-3be6-4f21-957b-b39ebbe854d3,2011,11-13,4,11
11_1113_p2_9d75b165-3249-4288-8e65-f482474367ed,2011,11-13,4,14
11_1113_p2_9c406fd0-528f-4211-85e4-3a1bd4e87229,2011,11-13,4,15
11_1113_p3_82547198-e8b2-4afa-a4ae-f32ff7af3099,2011,11-13,5,21
11_1113_p4_4741d8d5-aab5-4efd-80fe-00c112f93dab,2011,11-13,5,24
11_1113_p4_c3a553ba-4b35-4d2b-8782-66657a059f91,2011,11-13,5,29
11_34_p1_ccbf0a80-b4e5-47a7-82d1-7ce1cef03401,2011,3-4,3,5
11_34_p2_890ec8b1-4a04-471f-915c-227b4afef2de,2011,3-4,3,6
11_34_p2_e4841728-44d6-4e0f-86d7-d0a90cd47d4d,2011,3-4,4,12
11_34_p3_9fd97557-2678-4043-acaf-26052ed64018,2011,3-4,4,14
11_34_p3_d26d5a8d-e511-4d36-81db-a9ffde7d1e6f,2011,3-4,4,15
11_34_p3_4f4fa232-7237-4b16-80ed-264dc0d3bf10,2011,3-4,5,17
11_34_p4_edd154b8-2259-496a-93f9-344d856ae1f2,2011,3-4,5,19
11_34_p4_8836b743-28a8-430c-81ea-f470a1d2983f,2011,3-4,5,22
11_34_p4_07c669fc-7690-4c5b-ae9b-1fa6d4524d35,2011,3-4,5,23
11_34_p4_df80b74f-0d18-4b2b-a44f-2c1b7adcbf35,2011,3-4,5,24
11_56_p1_7a28da20-2365-4093-be60-596a35fc39a0,2011,5-6,3,4
11_56_p2_bd7bf8e7-f89e-4987-8be5-9690fd48a5c5,2011,5-6,3,8
11_56_p2_922af44b-8a3a-42e2-93df-0aafb70a9d46,2011,5-6,4,11
11_56_p3_42efdef7-1792-4d83-a3f2-692ee19a0cdc,2011,5-6,4,12
11_56_p3_a5348e38-5bed-427f-b032-112a148d33c3,2011,5-6,4,14
11_56_p4_cb21a2e9-9de1-4660-9005-c09bb95db6e6,2011,5-6,5,18
11_56_p4_d3d2c0d0-7b3e-4828-aaea-98fe2da2163d,2011,5-6,5,22
11_78_p1_cb5177f3-7425-4dcf-8c45-efe7168bdd3a,2011,7-8,3,3
11_78_p1_06906637-70e3-46c5-8ba6-a62bfbe1d70f,2011,7-8,3,6
11_78_p2_9efe31c2-a487-4bb6-a092-d0cce73190c4,2011,7-8,3,10
11_78_p2_106564a8-4d98-4737-8ec9-5b91fcec5c5d,2011,7-8,4,13
11_78_p3_ca676112-9255-4409-8a5b-056921c47607,2011,7-8,4,17
11_78_p3_59a3ae32-2afb-4773-b757-8401f55747e5,2011,7-8,5,21
11_78_p3_443a80f8-d7bb-496e-8815-da53382915c8,2011,7-8,5,23
11_78_p4_efd67d56-1364-45cd-8f45-f5b06a1f8423,2011,7-8,5,24
11_78_p4_b4e208e5-a2cb-4a9f-bb1c-ee4325fd4799,2011,7-8,5,28
11_78_p4_27d64df5-5536-4399-bffa-e8e34fa686be,2011,7-8,5,29
11_910_p1_21562d58-5850-4f71-99d0-00b7c1b34153,2011,9-10,3,3
11_910_p1_f05b4f40-022a-4b1e-8c76-9463e4257e5e,2011,9-10,3,5
11_910_p2_891b2b36-2045-44ec-bbe8-7cff92762a95,2011,9-10,3,7
11_910_p2_6554ca2e-d5a7-4ec3-961a-ca3fd364063d,2011,9-10,3,9
11_910_p2_7977a021-cd27-415c-9df4-221f2004c2b0,2011,9-10,4,11
11_910_p2_f9093097-33c0-4362-8640-fb0405f79a70,2011,9-10,4,12
11_910_p3_97ed3385-421a-494f-9190-198c0aef3850,2011,9-10,4,17
11_910_p3_479b6873-df7b-4cf0-aa34-de2a2ab8f5b6,2011,9-10,4,19
11_910_p3_e1ef2d4e-8bd9-4c06-99a6-6b2ce08ff31c,2011,9-10,5,21
12_1113_p1_a41f148f-3299-4208-8d37-00a27aa21f1d,2012,11-13,3,1
12_1113_p1_c6091aa4-f053-46ea-892b-5ca8b46c1fee,2012,11-13,3,6
12_1113_p2_95038673-5a8e-4282-b027-c39d80bc7fbd,2012,11-13,3,8
12_1113_p2_5faaebc1-0fa8-4234-83b0-cc5df33ffa98,2012,11-13,4,11
12_1113_p2_0cc566d7-f4da-4665-b15c-dc10db10989c,2012,11-13,4,13
12_1113_p2_ea7a2edc-ba25-4ea3-8edd-aefb74ffc4e1,2012,11-13,4,15
12_1113_p3_2c7efb2c-bc72-4f54-8adc-9618245f99df,2012,11-13,4,19
12_1113_p4_1b388569-98b1-428d-ba20-069ec9095441,2012,11-13,5,26
12_1113_p4_cc7a423c-9462-44f4-9a8e-c2b4492d491c,2012,11-13,5,28
12_34_p1_7c07e4e5-5b05-44ee-b3e4-ea4d75cc54f4,2012,3-4,3,3
12_34_p2_5b33382e-94ff-4a95-8f50-8640ef5a637e,2012,3-4,3,6
12_34_p2_11021413-1957-4f84-be1d-e0a0e325d2ca,2012,3-4,4,9
12_34_p3_1a15fe19-6bab-4237-afa7-620f548c6b5e,2012,3-4,4,12
12_34_p3_1d8302c8-edc1-4abe-b3d3-db34857300a3,2012,3-4,4,15
12_34_p4_a114b8ab-63db-412b-8ff9-2d9f89be4ec5,2012,3-4,5,21
12_56_p1_f5184942-3fc3-4535-a8a5-323b44bb6a39,2012,5-6,3,2
12_56_p1_78ad9deb-c121-4a45-9d8b-ea6b89f7cba6,2012,5-6,3,3
12_56_p2_8cecaa74-f2cc-4587-8f7d-390d5beb709f,2012,5-6,3,8
12_56_p2_a73651aa-f1a9-4582-a675-93e3862c8b88,2012,5-6,4,9
12_56_p3_055b2c9f-9cf9-4907-8591-618879b7273c,2012,5-6,4,14
12_56_p3_3ac4761f-532e-4678-9913-3c9700eab6b7,2012,5-6,4,15
12_56_p3_79cd71ea-12f0-4515-9732-c533c5ddbc9b,2012,5-6,5,17
12_56_p4_75dfb7c2-6bcf-4889-9ba0-0e287fa661c7,2012,5-6,5,24
12_78_p1_223a986b-1cf6-443a-99a5-ba4356ccfda4,2012,7-8,3,7
12_78_p3_bac41b1d-16fa-4c33-9ec3-6d6e03a5538e,2012,7-8,4,16
12_78_p3_67795324-54b6-4d0b-868c-350e546de6ea,2012,7-8,4,17
12_78_p3_cbb727bf-c5b0-4ce1-8326-cb1edd45df6a,2012,7-8,4,18
12_78_p3_7a49943b-f8d6-44ca-9f92-32279cf2dc3d,2012,7-8,4,20
12_78_p3_4b595c96-62cb-4fbe-9506-c5e7fe2eed8d,2012,7-8,5,21
12_78_p4_f114a34f-707b-464d-a9f0-a5d1244fb9d3,2012,7-8,5,24
12_78_p4_8482ab4c-f94d-4267-9fc3-9995cf1dd78b,2012,7-8,5,27
12_78_p4_488833bd-61f7-4235-8df1-95b79e1a7379,2012,7-8,5,29
12_910_p1_7816e0db-a6bb-4bd4-92c2-3dba14377687,2012,9-10,3,5
12_910_p1_78592b96-6dc9-4c9b-b452-fe80ade255cb,2012,9-10,3,7
12_910_p2_dffafce1-ee33-4a0f-ba62-6383d397aaf8,2012,9-10,4,16
12_910_p3_7b85c729-f1cf-4b9f-b0c6-a00cbb6a32b3,2012,9-10,4,20
12_910_p3_b18d687b-c641-4e94-a2b6-aa2bb638edeb,2012,9-10,5,23
12_910_p3_9bf759f4-d34b-4140-acf1-b65e60aab053,2012,9-10,5,24
12_910_p4_977c0bb6-7973-4bdf-867f-eb78dd15e741,2012,9-10,5,28
13_1113_p1_9ff4c818-840a-44a1-b902-89f7152b1f13,2013,11-13,3,2
13_1113_p1_9f7f4ee0-1885-4176-bed2-c31c60de43c9,2013,11-13,3,7
13_1113_p2_a6015252-2c77-4ac1-9177-3f3d675c62bc,2013,11-13,4,12
13_1113_p3_e6e08e5c-9d64-406b-9ae5-f4bb22a914df,2013,11-13,4,18
13_1113_p3_cf3286cc-369e-43f1-91ba-524effd81133,2013,11-13,4,20
13_1113_p4_d1735b6e-28be-4ed7-89c6-fabaee08e08d,2013,11-13,5,28
13_1113_p4_d933cc85-1526-4eb9-9c11-57e2ef1a3aa5,2013,11-13,5,30
13_34_p1_559fbd90-3598-476c-8b97-6a95d0d4f51c,2013,3-4,3,1
13_34_p1_8d08db24-2b2c-4dd0-a27a-12730aff461e,2013,3-4,3,2
13_34_p2_7688d304-009d-4474-9647-fdb9a3ca11fb,2013,3-4,3,7
13_34_p4_10079a4f-8244-4de1-92a3-3ea2580b4753,2013,3-4,5,20
13_34_p4_d145db0f-49ac-4054-aa7c-6ca62415b9cc,2013,3-4,5,21
13_34_p4_2613b37c-41c4-451c-af04-11d4a1e77458,2013,3-4,5,23
13_56_p1_51b7a0a0-8fc5-4633-9c3e-835b375cd060,2013,5-6,3,2
13_56_p1_e5b3e6a7-8b18-424e-947a-b64bfec53e2b,2013,5-6,3,4
13_56_p1_89b54339-6f73-48db-9da1-a78302bfa614,2013,5-6,3,5
13_56_p2_cfcf41a7-99bf-4797-be2b-6b2323041c1b,2013,5-6,3,8
13_56_p3_acd1cd5b-776d-4ac7-a4ed-08c6f911ceaf,2013,5-6,4,12
13_56_p3_c0e5b5b4-5c6b-41e7-a3d6-e5e90aa75b81,2013,5-6,4,15
13_56_p3_a66bbfc5-746c-43dd-9f93-6a963f91787a,2013,5-6,4,16
13_56_p3_000ba9ae-7f87-4146-a49f-1f65b93af4d0,2013,5-6,5,17
13_56_p4_a1ae7cc7-d90f-4705-a942-6f41e46785ce,2013,5-6,5,21
13_56_p4_04742432-5268-4e27-98fd-a5254ffaed12,2013,5-6,5,23
13_56_p4_a07de508-30d4-4622-b4c8-55398540cd07,2013,5-6,5,24
13_78_p1_97c3efd4-1afb-484b-9578-f6f5339b84ac,2013,7-8,3,3
13_78_p1_2827f293-8122-44c7-8eea-26a260a012d6,2013,7-8,3,6
13_78_p2_c858c49c-9b52-4ac2-a433-485d3ee782d7,2013,7-8,4,12
13_78_p3_07fc9aec-0613-4acb-be4b-dbebf00be78b,2013,7-8,4,16
13_78_p3_63a81bc3-8849-4397-b26f-c7af4c6ffbeb,2013,7-8,5,23
13_78_p4_74bccba8-134f-4630-9ecc-6811c0154d09,2013,7-8,5,26
13_78_p4_6d63fb8b-4ef0-42e9-a5f1-6dd32915a80b,2013,7-8,5,28
13_910_p1_3481ac49-72d3-4862-b177-908ebbfdd756,2013,9-10,3,1
13_910_p1_c6be9181-b2e2-4685-b180-bd95a3addc4d,2013,9-10,3,5
13_910_p2_02900c0a-e80e-4271-8fbf-2c85b2131535,2013,9-10,4,12
13_910_p2_1eda5245-c99f-4f97-96b8-9858981f2859,2013,9-10,4,15
13_910_p3_6a7939cb-3e93-40f8-8eef-5e98cf3af498,2013,9-10,4,16
13_910_p3_4f32d10b-91ef-4b65-9f5f-e292c3425c38,2013,9-10,4,18
13_910_p3_c03b8bcc-fbec-4ede-b584-837f92d367b4,2013,9-10,4,19
13_910_p4_833e8905-4bb9-4bac-b135-d424ec7f4695,2013,9-10,5,24
13_910_p4_5212e7e3-f0c3-44e1-907c-97d466124cf2,2013,9-10,5,26
14_1113_p1_d3fe11b9-c57b-494b-85fb-5cc902fa49bc,2014,11-13,3,1
14_1113_p1_8a7d1730-0a8c-4831-8849-29e57bd4267e,2014,11-13,3,4
14_1113_p2_d07f345e-dfde-45b7-8430-56087ba88331,2014,11-13,3,9
14_1113_p3_0c551524-cd0f-464a-abd8-090cb0093374,2014,11-13,4,15
14_1113_p3_ae83e8f2-25fc-4633-bd45-f5086bcc85bc,2014,11-13,4,19
14_1113_p3_a1c12a85-1265-40f4-9230-75f8a52bb782,2014,11-13,5,21
